name;address;website;phone;emails
Macelleria Perera;Via Sois, 288, 32100 Belluno BL;;0437 915014;
Pian Formosa;Via Pian Formosa, 32010 Chies D'alpago BL;http://www.pianformosa.it;349 366 2213;
Chiappin Mara;Via Alemagna, 51, 32010 Perarolo di Cadore BL;;0437 471180;
Becher Spa;Via Postumia, 36-Amministrazione Via Povegliano, 46-Commerciale, 31050 Ponzano TV;http://www.becher.it;0422 9613;info@becher.it
La Botega de Garna di Mares Massimo;Via S. Antonio, 14, 32010 Garna BL;;0437 451178;
Agriturismo Malga Cate;Via Cate, 98/99, 32010 Chies D'alpago BL;http://www.caserapal.it;329 442 8227;
Borgo Coe;Via Coe, 167/a, 32010 Chies D'alpago BL;http://www.borgocoe.com;349 173 1283;dal.bcoe@gmail.com
Junior W - Tambre d'Alpago;via piai, 8, 32010 Tambre BL;http://www.walber.it;0437 49007;
Boito Serafina Srl;Via Cernidor 1 - Loc, 32100 Vena D'Oro BL;https://boitoserafina.it;0437 927610;info@boitoserafina.it
Colomberotto S.p.A.;Via Montegrappa, 68/72, 31010 Moriago della Battaglia TV;https://www.colomberotto.it;0438 892297;
Locanda Al Capriolo;Pian Osteria, 5, 32016 Alpago BL;http://www.locandaalcapriolo.it;0437 472026;info@locandaalcapriolo.it
Pescheria Sartor s.n.c.;Via Luigi Zuppani, 11, 32100 Belluno BL;http://www.pescheriasartor.it;320 775 1200;pescheriasartor@libero.it
Gastronomia Colombara Michela;Via G. Marconi, 28, 36077 Altavilla Vicentina VI;;0444 028762;
Rossi Catering;Via Lago D'Iseo, 24, 36077 Altavilla Vicentina VI;http://www.rossicatering.it;0444 573025;
Caseificio del Colle;Via Santa Maria Annunziata, 6, 36050 Sovizzo VI;https://www.caseificiodelcolle.it;0444 551095;info@caseificiodelcolle.it
C.P.F. Di Cavallo Carmelo & C. S.R.L.;Via Vicenza, 244, 36077 Altavilla Vicentina VI;http://www.cpfmeccanica.com;0444 341806;info@cpfmeccanica.com
Morato Pane Spa;Via Massimo D'Azeglio, 49, 36077 Altavilla Vicentina VI;http://www.moratopane.com;0444 574188;info@moratopane.com
Frigo Vanda;Via Tavernelle, 91, 36077 Altavilla Vicentina VI;;0444 572067;
Rader Spa;Via Piave, 19, 36077 Altavilla Vicentina VI;https://www.rader.it;0444 349134;info@rader.it
Salumificio - Busin Saven S.r.l.;Via Trieste, 158, 36010 Zanè VI;http://www.salumificiobusin.it;0445 314103;info@salumificiobusin.it
Salumificio Verza - Verza Salumi;Via delle Calcare, 1, 36010 Cogollo del Cengio VI;https://salumificioverza.it;0445 320512;info@salumificioverza.it
Aromi Preziosi - Villa Civena La Corte del Tartufo;Via D. Alighieri, 11, 36050 Sovizzo VI;http://www.villacivenalacortedeltartufo.it;0444 379207;info@villacivenalacortedeltartufo.it
Azienda Agricola Al Rovere;Via S. Marco, 28, 36033 Isola Vicentina VI;http://www.alrovere.it;0444 977766;alrovere@libero.it alrovere.69@gmail.com
Mariga Giuseppe & C. s.a.s.;dell'Industria, 14, 36010 Cavazzale VI;http://www.lasopressadelpalladio.it;0444 945898;info@lasopressadelpalladio.it
Supermercati Stella S R L;Via Firenze, 2/G, 36077 Altavilla vicentina VI;https://www.supermercatistella.it;0444 371160;info@supermercatistella.it
ZERO by Migross;Via Olmo, 7, 36077 Altavilla Vicentina VI;https://www.migross.it;0444 520905;customercare@migross.it info@migross.it
Studio Argento Srl;Via Tagliamento, 4, 36077 Altavilla Vicentina VI;;0444 348722;
Formaggi e Salumi - di Rudella Giancarlo;Via dei Laghi, 141, 36100 Vicenza VI;;;
Osteria Antichi Sapori;Via Asiago, 46, 36077 Altavilla vicentina VI;http://www.osteriaantichisaporialtavilla.it;0444 572287;osteriaantichisaporialtavilla@gmail.com
Macelleria I Buoni Sapori;Largo Tiepolo, 65, 36051 Creazzo VI;http://www.mastermeat.it;0444 523285;info@mastermeat.it
Gastronomia Colombara 1957;Corso SS. Felice e Fortunato, 34, 36100 Vicenza VI;http://www.gastronomiacolombara.it;0444 320917;colombara.1957@gmail.com
Farmacia PERARA;Via Vicenza, 228, 36077 Altavilla Vicentina VI;https://www.facebook.com;0444 522705;
Raja Market;36077 Altavilla Vicentina VI;https://www.facebook.com;0444 276246;
Salumeria Raffaello Simone;Corso Padova, 21, 36100 Vicenza VI;;0444 510206;
Philip Martin's;Via Brenta, 32/34, 36077 Altavilla Vicentina VI;http://www.philipmartins.it;0444 370833;desk@philipmartins.it
Azienda Agricola La Giassara;Via Righi, 8, 36050 Righi VI;;0444 379158;
Salumi E Formaggi Da Odone;Via Battaglione Monte Berico, 7, 36100 Vicenza VI;;0444 324959;
Centro carni olmo snc;Viale Italia, 66, 36051 Creazzo VI;;0444 340633;
Macelleria F.Lli Frighetto Di Frighetto Tiziano & Frighetto Attilio Snc;Via Legione Antonini, 184, 36100 Vicenza VI;https://www.macelleriafrighetto.it;0444 571190;info@macelleriafrighetto.it
Trattoria Leoncino a Vicenza;Via Tavernelle, 72, 36077 Altavilla vicentina VI;http://www.trattorialeoncino.it;0444 572032;info@trattorialeoncino.it
Il Salumiere 1978 - Magazzino;Viale Verona, 49, 36100 Vicenza VI;http://www.ilsalumiere.it;0444 115 2744;ilsalumiere1978@pec.ilsalumiere.it info@ilsalumiere.it
Macelleria Meneguzzo;Via Roma, 11, 36050 Sovizzo VI;;0444 551057;
Enoè - Enoteca;Via Chiesetta Vecchia, 12, 36077 Altavilla vicentina VI;http://enoe.it;347 882 3430;info@enoe.it
La Campionessa Altavilla Vicentina;Viale Stazione, 25, 36077 Altavilla Vicentina VI;http://www.lacampionessa.com;347 964 9521;
Lidl;Via Tavernelle, 1/M, 36077 Altavilla Vicentina VI;https://www.lidl.it;800 480 048;
Ethnic World;Via della Ceramica, 11, 36100 Vicenza VI;https://www.ethnicworld.it;0444 193 5642;
Micad SNC di Marcon Giancarlo & C;Via A. De Gasperi, 46, 36056 Tezze sul Brenta VI;;;
Ristorante Crichelon;Via Napoleone Bonaparte, 4, 36077 Altavilla Vicentina VI;http://www.crichelon.com;0444 375062;info@crichelon.com
Macelleria Zanotto Fabio;Via Marco Polo, 2, 36100 Vicenza VI;;0444 288283;
Agriturismo Fusari;Via Ernesto Monico 56, 36077 Altavilla Vicentina VI;;0444 572332;
Panificio Tibaldo S.n.c;Via Roma, 14, 36070 Altissimo VI;;0444 687663;
Ferrari Andrea;Via Valle del Fiume, 5, 36070 Altissimo VI;http://www.ferraritartufi.it;333 954 0957;
Salumificio F.lli Carretta;Via Monte Pasubio, 77, 36013 Piovene Rocchette VI;;0445 651984;
La Rindola;Via Campanella, 18, 36070 Altissimo VI;https://www.facebook.com;331 480 7141;
Panificio Pasticceria Vanni;Via Garavoglia, 19, 36070 Altissimo VI;;333 193 3250;
Salumificio Vicentino Srl;Via della Tecnica, 16, 36034 Zona Industriale di Molina VI;;0445 330245;
Molino;;;;
El Casolin di Manea Massimo alimentari e specialità enogastronomia;Via S. Giovanni, 37, 36034 Malo VI;http://www.elcasolin.it;0445 606550;info@elcasolin.it
Cracco Antonio;Via Garavoglia, 14, 36070 Altissimo VI;;0444 487707;
Camposanto Molino di Altissimo;Viale Antonio Vivaldi, 2, 36070 Molino-mozzi-bittarelli VI;;;
Salumificio Pedrazzoli;Via S. Giovanni, 16/A, 46020 San Giovanni del Dosso MN;http://www.salumificiopedrazzoli.it;0386 757332;
Damini Macelleria & Affini, Arzignano - Vicenza;Via Cadorna, 31, 36071 Arzignano VI;https://www.daminieaffini.com;0444 452914;info@daminieaffini.com
Lago Azzurro Osteria Pesca Sportiva Vendita Trote;Via Disconzo, 36070 San Pietro Mussolino VI;https://lago-azzurro.it;0444 687664;
Angolo di Paradiso;Via Laita S. Pietro, 36070 Altissimo VI;http://angolodiparadisoaltissimo.it;335 543 2380;
La Salumeria di Eustacchio;Via Maffeo Pantaleoni, 1, 31030 Dosson TV;http://www.salumeria-eustacchio.it;0422 491659;salumeria-eustacchio@tecnopec.it info@salumeria-eustacchio.it
Culatelleria®;SS9 43012, Sanguinaro PR;https://www.culatelleria.it;0521 825107;info@culatelleria.it
Campo comunale Molino di Altissimo;Via Bauci, 31, 36070 Molino-mozzi-bittarelli VI;;0444 687613;
"Ristorante ""Laita - la contrada del gusto""";Via Ferrari, 62, 36070 Crespadoro VI;http://www.laita.it;0444 429618;info@laita.it
Centomo Agnese;Via Garavoglia, 8, 36070 Molino-mozzi-bittarelli VI;;;
Azienda Agricola San Martino;Via Castelli, 3D, 31040 Pederobba TV;;351 739 6101;
Carni Guglielmin Snc;Via Castellana, 2/2, 31030 San Vito TV;http://www.carniguglielmin.it;0423 564147;info@carniguglielmin.it
Agricola Pozzebon;Via Nazionale, 70, 31050 Vedelago TV;;0423 400342;
SPAK supermercato - Altivole;Via Kennedy, 1, 31030 Caselle TV;http://www.spaksupermercati.it;0423 915536;info@spaksupermercati.it
Cinque Stelle Srl - Carni E Salumi;Via F. Filzi, 56, 31036 Istrana TV;;0422 832635;
Becher S.p.a;Via Postumia, 36, 31050 Ponzano Veneto TV;https://www.becher.it;0422 441010;info@becher.it
Azienda Agricola Croce d'Oro;Piazza Roma, 17, 31010 Maser TV;https://www.instagram.com;375 595 2484;
Macelleria Piccolotto;Via Giorgione, 19, 31011 Asolo TV;http://www.piccolotto.it;0423 952834;info@piccolotto.it ordini@piccolotto.it
Cà Dispensa;Via Vittime del Vajont, 6a, 31031 Caerano di San Marco TV;http://www.cadispensa.com;0423 665372;info@cadispensa.com
Agriturismo Barco Di De Faveri Lucio E Mario S.s.;Via Cornere, 5, 31030 Altivole TV;https://www.instagram.com;340 577 6184;
Alimentari Salumi;Via Giuseppe Verdi, 37, 31027 Spresiano TV;;;
Latte e... formaggi, salumi e piaceri alimentari;Via Sant'Antonino, 110, 31100 Treviso TV;http://www.lattee.it;0422 320716;info@lattee.it
Corte d'Asolo;Via Gabrielli, 5, 31030 San Vito TV;http://cortedasolo.com;347 223 2454;info@cortedasolo.com
Rosato Dino;Via Asolana, 60, 31030 San Vito TV;;;
Michielin Valerio Azienda Agricola;Via Bongioanni Emilio, 16, 31035 Ciano TV;;0423 84679;
Alimentari Ceccato;Via Spada, 37, 31050 Fanzolo TV;;328 705 0733;
Martini Carni e Salumi di Martini Giuliano & C. S.a.s.;Via Roma, 122, 31050 Ponzano TV;;0422 963270;
"Ristorante ""Ai Galli""";Via S. Michele, 6, 31030 Caselle TV;http://www.ristoranteaigalli.it;0423 566037;info@ristoranteaigalli.it
Spaccio Becher;Via Roma, 1, 31050 Ponzano TV;https://www.becher.it;0422 961499;info@becher.it
Agraria San Michele Di Visentin Guido E Angelo Snc;Via Capitello della Fiera, 15, 31030 Caselle TV;;0423 566094;
La Bottega Della Carne;Via E. de Amicis, 4, 31033 Castelfranco Veneto TV;https://bnow.click;338 560 7022;
Marconato Carni;Via Ferraris Galileo, 25, 31044 Montebelluna TV;https://www.marconatocarni.it;0423 619992;
Macelleria Mattarollo Di Mattarollo Giuseppe & C. S.A.S.;Via Ortigara, 9, 31038 Padernello TV;http://www.macelleriamattarollo.it;0422 959444;
Macelleria Baldin Andrea;Via Roma, 22, 31040 Pederobba TV;;0423 69887;
Perozzo;Via Postioma Ovest, 6, 31050 Case Cremasco TV;http://www.specialitaperozzo.it;0423 700200;
Macelleria Equina Signor;P.za Monnet Jean, 12, 31044 Montebelluna TV;https://www.facebook.com;0423 601768;
Santi F.Lli Srl Lavorazione Carni Suine;Via dell'Artigianato, 10, 31050 Area Artigianale Vedelago TV;http://www.santiflli.com;0423 401029;info@santiflli.it
Azienda Agricola Pandolfo;Via Farnea, 31, 31010 Monfumo TV;;349 492 8123;
Cà Foresto;Via Vittime del Vajont, 6-A/B, 31031 Caerano di San Marco TV;https://caforesto.com;0423 665372;info@caforesto.it
Macelleria e Gastronomia Fabio Furlan;Via F. Filzi, 48/D, 31036 Istrana TV;https://macelleriagastronomiafurlan.it;0422 738317;info@macelleriagastronomiafurlan.it
Del Borgo Carni Srl;Via Borgo Padova, 82, 31033 Castelfranco Veneto TV;;0423 493101;
Macelleria Guglielmini | Carni D'Elite;Via Pio X, 12, 36065 Mussolente VI;https://www.carnidelite.it;0424 577189;info@carnidelite.it carnidelite_logoheader_350x@2x.png
Sale & Pepe Di Ambrosi Juris;Via Borghetto, 10, 37053 Cerea VR;;0442 31661;
Trentin Spa;Via IV Novembre, 14, 37053 Cerea VR;http://www.trentingroup.it;0442 320122;
Panificio Marcolongo Stefano;Via Dr. M. Olivati, 64, 37050 Angiari VR;;0442 660279;
BUDELLA BISSOLI NICOLA;Via dell'Artigianato, 2, 37057 Raldon VR;http://www.bissoli-nicola-budella.it;333 359 1685;
L'Artigiano del Salame di Mantovani Pierluigi;Corso C. Battisti, 16, 37058 Sanguinetto VR;;0442 81215;
Fratelli Cortelazzi;Via Borghetto, 114, 37049 Villa Bartolomea VR;;347 758 5496;
Salumificio C.I.S.;Vicolo Evangelista Torricelli, 8, 46028 Sermide MN;http://www.salumificiocis.it;0386 61224;
Bertelli & Partners;Viale Europa, 188-270, 37050 Angiari VR;http://www.bertelli-partners.it;0442 663222;amministrazione@pec.bertelli-partners.it
Macelleria Equina Marini;Corso della Vittoria, 25, 37045 Legnago VR;https://www.facebook.com;328 435 1948;
Pollo Bragadina;Via Bragadina, 32, 37045 Legnago VR;;0442 26233;
La palazzina;Via Isolella Bassa, 3, 37053 Cerea VR;https://cortepalazzina.it;;info@cortepalazzina.it
Salumificio Merlotti srl;Via Bruno Buozzi, 1, 46045 Marmirolo MN;http://www.salumimerlotti.it;0376 294468;info@salumimerlotti.it
Boselli Snc Salumificio Artigianale Di Boselli Vito E Saverio;Via Roma, 1, 35040 Casale di Scodosia PD;;;
Centro Carni Boldrini Snc;Via Roma, 12, 37046 Minerbe VR;;0442 640004;
Salumificio Melotti;Contrada Zoneche, 37021, Bosco Chiesanuova VR;http://www.salumimelotti.it;045 705 0209;salumimelotti@alice.it
Salumificio Cavalleri S.a.s.;Via Italia, 18, 25080 Paitone BS;;030 691383;
Negri Srl Industria Salumi;Via Isolana, 43, 37056 Valmorsel VR;;045 695 4038;
NATIVA 2018 srl;Via Volta, 45, 37056 Concamarise VR;http://www.nativasalumi.it;;nativa2018@legalmail.it
Azienda Avicola Pollo Adige;Via Pozzo, 5, 37050 Roverchiara VR;;0442 689034;
Macelleria Caprini Tommaso;Viale Giuseppe Mazzini, 41, 37024 Negrar VR;http://www.macelleriacaprini.it;045 750 0073;caprini@macelleriacaprini.it
Salumificio Primi Snc;Via S. Zeno, 22, 25017 Lonato BS;http://www.salumificioprimi.it;030 991 3289;
Macelleria e Gastronomia Giuliatti Mario;Via Padovana, 41, 37040 Arcole VR;https://www.macelleriagiuliatti.it;045 763 5504;
Raizzola Carni Di Boniotto Rolando;Via Raizzola, 18, 37052 Casaleone VR;;0442 332518;
Salumificio Montorsi;37069 Villafranca di Verona VR;;;
F.lli Giubelli;Via G. Puccini, 19, 37014 Ronchi VR;http://giubelliformaggi.it;045 755 0543;info@giubelliformaggi.it
Storti Fratelli Salumificio S.N.C.;Strada Francesca Est, 46040 Rodigo MN;http://www.stortisalumi.it;0376 650186;info@stortisalumi.it
Artigiana Salumi Di Bertazzi Massimo & C. S.N.C.;Via Industriale, 50, 25080 Prevalle BS;http://www.artigianasalumi.com;030 680 1588;
Salumeria Gironda;Via Ponte Pietra, 24, 37121 Verona VR;https://www.salumeriagironda.com;045 591058;
Arisi Mario e figli, vendita e macellazione suini, spaccio salumi;Via Ghedi, 6, 25021 Bagnolo Mella BS;;030 621748;
Salumificio Barilli Cesare E C. Snc;Via Viazzone, 6, 46019 Viadana MN;https://www.salumificiobarilli.it;0375 841088;
Sapori e Profumi - Verona;Via Muro Padri, 3/A, 37129 Verona VR;http://www.saporiprofumi.it;045 591722;info@saporiprofumi.it
Allevamento Veneto Ovini;Via Porcaro, 1, 35022 Anguillara Veneta PD;http://www.veneto-ovini.com;347 032 6458;
Macelleria Martini Dei F.Lli Martini & C. S.N.C.;Via Michelangelo, 11, 35047 Solesino PD;https://www.macelleriamartini.it;0429 709719;
DESPAR Anguillara V.;Via Roma, 130, 35022 Anguillara veneta PD;https://www.despar.it;049 538 7203;
Fratelli Magagna Società Agricola (Cartura);Via S. Pietro Viminario, 17, 35025 Cartura PD;http://www.fratellimagagna.it;049 955 5698;info@fratellimagagna.it
Gran Carni Group Snc;Piazza Renato Otello Pighin, 7, 35048 Stanghella PD;http://www.grancarniastolfi.com;0425 958116;info@grancarniastolfi.com
Macelleria Bazza Angelo S.N.C.;Via Roma, 41, 35020 Terrassa Padovana PD;;049 538 4343;
Nuova Carni Padane S.R.L.;Via Enrico Mattei, 5, 46028 Sermide MN;http://www.nuovacarnipadane.it;0386 61781;
Salumificio del Po;Stradello Mescoli, 6, 46027 San Benedetto Po MN;http://www.salumificiodelpo.it;0376 615343;info@salumificiodelpo.it
Salumi E Formaggi Valentini Di Valentini;Via Aldo Moro, 223, 45020 Castelguglielmo RO;;0425 707124;
L'angolo Dei Formaggi E Dei Salumi;30100 Venezia VE;;;
Pane e Salumi;Via Roma, 7, 45030 Occhiobello RO;;;
Società Agricola LA SALUMERIA GUZZO S.S.;Via Ca' Rubaldi, 13/B, 30034 Mira VE;http://www.lasalumeriaguzzo.it;041 429813;info@lasalumeriaguzzo.it
IperSoap PiùMe;Via Lungo Adige, 25, 35022 Anguillara veneta PD;https://www.ipersoap.com;049 538 7014;
Salumificio Magnoni - S.r.l.;Via Cento, 340, 44049 Vigarano Mainarda FE;http://www.salumificiomagnoni.it;0532 43221;qualita@salumificiomagnoni.it info@salumificiomagnoni.it
Formaggi e Salumi Di Baldo Maria Cristina;Via Guglielmo Marconi, 41, 45020 Canda RO;;347 171 8645;
Salumificio Reggiani San Felice sul Panaro;Via Perossaro Vecchia, 767, 41038 San Felice Sul Panaro MO;http://salumificioreggiani.it;0535 84165;info@salumificioreggiani.it
Carni Celin s.r.l.;Via Stazione, 119, 30035 Mirano VE;https://carnicelin.it;041 513 8222;info@carnicelin.it
BALLARIN SALUMI E CARNI DI DAMIANO BALLARIN;Via di Ca' Savio, 22 c/d, 30013 Ca' Savio VE;;041 658288;
MAREGA FIORELLA;Via Lungo Adige, 27, 35022 Anguillara Veneta PD;;049 538 7404;
Zampini S.R.L. Industria Salumi;Via Villatega, 5, 30030 Salzano VE;;041 437200;
Bonfȧ Carni E Salumi;Corso Vittorio Emanuele II, 124, 46100 Mantova MN;;;
Doria Roberto - Formaggi salumi e gastronomia;Riva Vena, 1263, 30015 Chioggia VE;;041 550 6973;
Salumificio Valpa Snc;Via Grande, 470, 41038 San Felice Sul Panaro MO;;0535 84204;
Salumi La Bozzola;Via Stornara, 44124 Ferrara FE;https://www.agriturismolabozzola.it;348 401 4098;labozzola@gmail.com
La Bottega salumi e formaggi;Via delle Ninfee, 1, 30016 Lido di Jesolo VE;https://website--8707518548953920568101-supermarket.business.site;0421 633286;
Caseificio Morandi;Via Ponte, 145, 35022 Borgoforte PD;http://caseificiomorandi.it;049 534 1116;caseificiomorandisnc@gmail.com
Formaggi Salumi Tipici;Via Roma, 37064 Povegliano Veronese VR;;;
La Bottega Veneta;Sotto Il Salone, 37, 35122 Padova PD;https://www.labottegaveneta.com;049 875 9096;
Alimentari - Pane - Salumi - Vini - Ortofrutta;35040 Villa Estense PD;;;
Società Agricola F.lli Scremin;Via Fiume, 72, 35016 Boschiera PD;https://www.flliscremin.com;328 664 2395;
Macello Macelleria MARSON;Via Belvedere, 88, 30020 Boschetto VE;;0421 799076;
Dpiù Supermercato Annone Veneto;Via Sandro Pertini, 4A, 30020 Annone Veneto VE;https://www.d-piu.com;0422 868199;
Panificio Prosdocimo;Viale Venezia, 5, 30020 Annone Veneto VE;;0422 769212;
Torresano Salumi e Tradizioni dal 1971;Via Triestina, 3, 30020 Torre di Mosto VE;http://www.torresano.it;0421 312081;salumificio@torresano.it
Azienda Agricola La Baratta;Via Giai di Pracurte, 21, 30020 Annone Veneto VE;http://www.labaratta.it;0422 863753;
Crai di Furlanis Claudio;Via IV Novembre, 26, 30020 Annone Veneto VE;http://www.crai-supermercati.it;0422 769472;
SALUMI ACADEMY;Viale Venezia, 15 b, 30026 Portogruaro VE;http://salumiacademy.it;;
Azienda Vitivinicola Mulin di Mezzo;Via Molin di Mezzo, 16, 30020 Annone Veneto VE;https://www.mulindimezzo.com;0422 769398;
Tenuta Polvaro;Via Polvaro, 35, 30020 Annone Veneto VE;https://www.tenutapolvaro.com;0422 152 3061;
Turcolin Fioravante;Via Quattro Strade, 72, 30020 Annone Veneto VE;https://fioravanteturcolin.com;0422 769678;info@fioravanteturcolin.it
Azienda Agricola Piva Giuseppe di Cecchetto Anna Carla;Via Melonetto, 3, 30020 Annone Veneto VE;https://www.facebook.com;348 701 0059;
Azienda Agricola La Pracurte;Via Pracurte, 36, 30020 Annone Veneto VE;;0422 769744;
Cantine Paladin;Via Postumia, 12, 30020 Annone Veneto VE;http://www.casapaladin.it;0422 768167;casa@casapaladin.it
Protezione Civile Annone Veneto;P.za Vittorio Veneto, 1, 30020 Annone Veneto VE;http://www.protezionecivileannoneveneto.it;0422 868173;protezionecivile.annoneveneto@gmail.com
Il Re della Mandorla;via, Via Sandro Pertini, 10/A, 30020 Annone Veneto VE;;328 792 3293;
CONSORZIO AGRARIO DEL NORDEST | Agenzia di Annone Veneto;Via Postumia, 60, 30020 Annone Veneto VE;http://www.agrinordest.it;0422 769057;sede@agrinordest.it
Per Annone;Via Trento, 6, 30020 Annone Veneto VE;http://perannone.it;0422 769141;
Arredo E Oltre Srlcr;Via Postumia, 102, 30020 Annone Veneto VE;;0422 769461;
Chiesa di San Vitale;2, Via Cedrugno, 1, 30020 Annone Veneto VE;http://www.comune.annoneveneto.ve.it;;
Parrocchia di San Vitale Martire;Viale Venezia, 4, 30020 Annone Veneto VE;http://www.acannone.it;0422 769025;
Visentin Loris;Via Fosson, 21, 30020 Annone Veneto VE;http://www.lorisvisentin.com;0422 769601;info@lorisvisentin.it
Scuola Primaria Paola e Angela Rampulla;Via Guglielmo Marconi, 20, 30020 Annone Veneto VE;;0422 769283;
Annone Veneto;30020 Annone Veneto VE;;;
Genagricola;Via Monsignor Zovatto P. L., 71/d, 30020 Loncon VE;http://www.genagricola.it;0422 864511;info@genagricola.it genagricola1851@pec.generaligroup.com
Ecccezionale;Via Fosson, 18, 30020 Annone Veneto VE;;348 902 3191;
Giacomini Viaggi Di Giacomini Stefania E Roberta Snc;Via Cao de Sora, 5, 30020 Annone Veneto VE;http://www.giacominiviaggi.com;0422 769668;info@giacominiviaggi.com
Villa Polvaro Velo;Via Polvaro, 35, 30020 Annone Veneto VE;;;
Macelleria;31030 Arcade TV;;;
Dal Biavarol Salumi E Formaggi;SP132, 31020 Lancenigo TV;;366 262 8281;
La Frutticola di Rosario;Piazza Vittorio Emanuele III, 31030 Arcade TV;http://www.lafrutticola.it;0422 774266;info@lafrutticola.it
Panificio Biasi;Via Trieste, 42, 31030 Arcade TV;http://www.biasipanettieri.it;0422 774279;
Roma Gianfranco Specialità per La Ristorazione;Via Maggiore G. Piovesana, 146, 31015 Conegliano TV;http://www.romagianfranco.com;0438 412253;info@romagianfranco.com
Antichi Sapori di Laura e Luciano;Via Alcide de Gasperi, 33, 31020 San Vendemiano TV;https://www.facebook.com;0438 401716;
IN DISPENSA - specialità alimentari;Via degli Alpini, 8, 31030 Carbonera TV;http://www.indispensacarbonera.it;0422 397908;
De Marchi Valter;Via Roma, 111, 31030 Arcade TV;http://www.livaldemarchi.it;0422 874161;info@livaldemarchi.it
NONNO ANDREA Azienda Agricola Biodiversa;Via Campagnola, 72B, 31020 Villorba TV;https://www.nonnoandrea.it;0422 444670;
Azienda Agricola La Perla;Via Marcolin, 3, 31050 Ponzano TV;http://www.agrilaperla.it;0422 968016;
MACELLERIA MARTINI MARIO POSTIOMA;Via G. Toniolo, 21, 31038 Postioma TV;;0422 99016;
Roma Gianfranco Specialitá per La Ristorazione;Via Raffaello, 83, 31020 San Vendemiano TV;;0438 21002;
Macelleria da Massimo di Cervi M. & C. Sas;Via Trento, 15/D, 31027 Spresiano TV;https://www.macelleriadamassimo.eu;0422 725393;massimo.cervi@gmail.com
Pastro Luigi;Via Schiavonesca Nuova, 258, 31040 Selva del Montello TV;http://www.luigipastroformaggi.it;0423 620125;info@luigipastroformaggi.it
Chizzali Carlo;226 Via Cal Molino, Visnadello, TV 31027, 31027 Spresiano TV;;0422 928520;
Tochett' Formaggi-Salumi;Via Martiri della Libertà, 37, 31029 Vittorio Veneto TV;;;
Macelleria Gastronomia Torresan Roberto & C.;Via Giuseppe Mazzini, 5, 31040 Trevignano TV;https://www.salumitorresan.it;342 104 9698;info@salumitorresan.it
Salumi Da Bruno Formaggi;36015 Schio VI;;;
Salumificio Gressani Di Fausto Gressani & C. (S.A.S.);Via della Chiesa, 28, 33010 Feletto Umberto UD;https://www.gruppodoro.com;0432 573139;gruppodoro@gmail.com
Macelleria - Salumeria Libralesso Srl;Via Gabriele d ' Annunzio, 2 - Fraz, 31050 Badoere TV;http://www.libralessosrl.it;345 142 9796;commerciale@libralessosrl.it
Partidor Spaccio Carni E Salumi;Via S.Biagio, 8, 33080 San Foca PN;;339 272 1285;
'Salumificio Provesanese S.R.L.';Via Giuseppe Mazzini, 13, 33095 Provesano PN;https://www.gruppodoro.com;0427 96279;gruppodoro@gmail.com
Fabris Mercedes Vendita Formaggi E Salumi;Località Levata, 3, 33030 Varmo UD;;0432 778111;
Salumi Malvestio;Via Lovara, 37, 35010 Borgoricco PD;;338 410 1408;
Prodotti tipici Veneti | Salumi veneti | La fattoria di Michele Cordignano;Via Isonzo, 13, 31016 Cordignano TV;;347 975 6163;
Partidor Spaccio carni e salumi;Via Manzoni, 68, 33080 Bannia PN;;0434 957644;
Artémis S.r.l.;Via S. Michele, 9, 35010 San Pietro In Gu PD;http://www.salumificioartemis.it;049 945 5858;
Casa della carne Cavallon;Via Padovana, 111, 37040 Arcole VR;https://www.facebook.com;045 763 5594;
Spagnolo;Viale delle Fontanelle, 37040 Arcole VR;;342 503 4949;
Barana Gabriella;Via Crocette di Sopra, 49, 37040 Arcole VR;;045 766 5112;
AZIENDA AGRICOLA TURRA MARCELLO;Via Nogarole, 27, 37040 Arcole VR;http://turravini.it;345 801 3617;
Center Catering Spa;Via Capitello, 18, 37040 Arcole VR;;045 618 0075;
Pompele;Via Comparine, 51, 37040 Arcole VR;;388 362 6461;
Trialmec s.r.l.;Via Cap. Gino Mariotto, 3, 37040 Arcole VR;http://www.trialmec.com;045 958 6034;info@trialmec.com trialmec@legalmail.it
Macelleria La Meridiana;Via Fiume, 4, 37047 San Bonifacio VR;;045 761 0829;
Macinazione Lendinara SpA;Via Padovana, 123, 37040 Arcole VR;http://www.macinazionelendinara.it;045 763 6531;info@macinazionelendinara.it arcole@macinazionelendinara.it
Sapori e Profumi - Trevenzuolo;Strada S. Pierino Z.A.I., 14, 37060 Trevenzuolo VR;http://www.saporiprofumi.it;045 450 0285;info@saporiprofumi.it
Macelleria Cecconato;Via Perarolo, 14, 37047 Locara VR;;045 766 0053;
Piadineria Giangusto;Via Alzana, 2, 37040 Arcole VR;https://piadineria-giangusto.business.site;334 884 6564;
Scaligera Salumi S.N.C. Di Bellesini Maurizio E Cordioli Marzia;Viale della Tecnica, 12, 37064 Madonna Dell'uva Secca VR;;;
Vezzaro Luciano;Via Lobia, 96, 37047 San Bonifacio VR;https://vezzaro-luciano.business.site;045 766 0034;
La Bottega Del Buongustaio;Via A. Mantegna, 4, 37047 San Bonifacio VR;;045 761 2505;
Alimentari Formaggi e Salumi;Via Venti Settembre, 120, 37129 Verona VR;;;
