name;address;website;phone;emails;district 
Salumificio F.lli Guerzoni - Produzione;Via Fondo Val Tiepido, 12, 41053 Gorzano MO;https://salumificioguerzoni.it/;0536 941221;info@consorzioprosciuttomodena.it commar@comune.maranello.mo.it info@salumificioguerzoni.it;MO
Cappi Renzo Prosciuttificio Cappi Renzo Srl;Via M. Buonarroti, 1, 41014 Castelvetro di Modena MO;http://www.cappirenzoprosciutti.it/;059 799450;;MO
Trattoria Alla Polveriera;Via Cà Baroncello, 15, 36022 Cassola VI;https://www.facebook.com/Trattoria-alla-Polveriera-103614373016693/;0424 34760;;VI
Panificio Scuro;Via Calibri, 50, 36022 San Giuseppe VI;https://www.scuro1919srl.it/;0424 33733;;VI
Nibor Imballaggi Di Piccolo Fiorella;Via A. De Gasperi, 47, 36022 Cassola VI;http://www.niborimballaggi.it/;0424 533412;info@niborimballaggi.it;VI
Macelleria Gastronomia Da Stefano & Patrizia;Piazza Don Giuseppe Zambon, 1, 36061 Bassano del Grappa VI;https://macelleria-e-rosticceria-da-stefano.business.site/;0424 568001;;VI
Salumificio San Celestino Di Barbieri Emanuele;Via Giuseppe Verdi, 5/a, 41051 Castelnuovo Rangone MO;;059 537053;;MO
Salumificio N2 s.r.l.;Via Flavio Torello, Via Baracchini, 5, 41058 Vignola MO;https://www.salumificion2srl.it/;059 761591;20salumificio.n2@gmail.com salumificio.n2@gmail.com SALUMIFICIO.N2@GMAIL.COM;MO
Salumificio Masi;Viale della Costituzione, 23/2, 40056 Valsamoggia BO;http://www.anticabologna.com/;347 864 7387;masi.monteveglio@gmail.com;BO
Panificio Cervato Franco;Via Dante Alighieri, 41, 37043 Castagnaro VR;;0442 92062;;VR
Macelleria Cavallaro Di Cavallaro Fabio;Via Casette, 28, 37045 Legnago VR;;0442 600280;;VR
Rossignoli Luigi;Via Belle Arti, 39, 37053 Asparetto VR;;0442 83120;;VR
Macelleria da Fausto di Simonetti Mario;Via Roma, 16, 37050 Roverchiara VR;;347 437 7449;;VR
Macelleria Cesaro;Via Cavour, 2, 37045 Verona VR;;349 061 1424;;VR
Macelleria Gastronomia La Bottega Del Gusto;Piazza Piazza, Veronella, VR 37040;;346 593 7148;;37040
MALINI SAS;Via Villafontana, 315, 37050 Oppeano VR;;;;VR
Macelleria Equina Perbellini;Piazza Umberto I, 21, 37054 Nogara VR;;0442 88029;;VR
Zivetti Tendaggi;Via Capitello, 22, 37043 Castagnaro VR;http://www.zilvettitendaggi.it/;0442 92760;info@zilvettitendaggi.it;VR
Damini Di Damini Alessio e Gianluca S.A.S.;Via Gennari, 2, 37041 Coriano VR;;045 702 5022;;VR
Bruno S.r.l.;Via Lino Lovo, 62, 37050 Vallese di Oppeano VR;http://www.brunosrl.net/;045 698 4144;info@brunosrl.net;VR
Sa.Ma Frutta;Via Ca' Brusa', 15, 37029 Negarine VR;https://www.samafrutta.it/;045 772 5039;;VR
Il Frutto delle Macine;Via Bovolino, 1, 37060 Verona VR;http://www.ilfruttodellemacine.it/;045 666 1670;info@ilfruttodellemacine.it;VR
Virginio Abbigliamento Semprebon;Via Chiesa Nuova, 16, 37015 Sant'Ambrogio di Valpolicella VR;http://www.virginio-abbigliamento.com/;045 686 1365;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com react-dom@16.14.0 info@virginio-abbigliamento.com focus-within-polyfill@5.0.9 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com react@16.14.0 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com lodash@4.17.21 core-js-bundle@3.2.1;VR
Pappa&Ciccia;Via Guglielmo Marconi, 93, 46030 Sustinente MN;;0386 43535;;MN
Panificio Vangadizza;Via Leonia Pellini, 20, 37045 Vangadizza VR;;;;VR
Gelateria Bar Crema & Cioccolato;Via Alcide de Gasperi, 31, 37015 Sant'Ambrogio di Valpolicella VR;;347 480 2802;;VR
Costalunga Vini;Via Fontana Fozze, 39, 36020 Castegnero VI;http://www.costalungavini.com/;0444 639083;vini@costalunga.com;VI
Stefani S.p.A.;Via del Lavoro, 9, 36020 Castegnero VI;https://www.stefaniexchangers.com/;0444 639999;info@stefani-online.it;VI
Kemppi Italy Srl;Via del Lavoro, 8, 36020 Castegnero VI;https://www.kemppi.com/it;0444 739850;info@kemppi.com;VI
Agriturismo l'Albara - Alloggio con piscina;Via Pasine, 22, 36020 Castegnero VI;http://www.lalbara.it/;375 625 7544;;VI
La Formaggeria;Via G. Medici, 65, 36100 Vicenza VI;;0444 920212;;VI
Veneta Pollina;Via Volpara, 37, 36020 Castegnero VI;;0444 639625;;VI
Il Rovere;Via Castellaro, 36020 Castegnero VI;https://www.ilrovere.net/;348 409 0750;ilrovere@ilrovere.net;VI
La stanga delle bontà;Viale della Pace, 227, 36100 Vicenza VI;http://www.lastangadellebonta.it/;0444 301300;luca@lastangadellebonta.it;VI
Da Vendra Pizzeria e Cucina Castegnero;Via Ponte, 7, 36020 Castegnero VI;http://www.davendra.it/;0444 638109;vendraminelia@pec.it info@davendra.it;VI
Cegalin Giampaolo;Piazza Libertà, 5, 36050 Monteviale VI;;0444 552065;;VI
Salumificio Marescutti;Via Zancan, 9, 33090 Travesio PN;https://www.gruppodoro.com/;;gruppodoro@gmail.com;PN
Bottega Contadina da Rino;Via Giovanni Durando, 115, 36100 Vicenza VI;;373 301 5576;;VI
Carretta;Via Longare, 68, 36040 Torri di Quartesolo VI;http://www.carrettaprofili.it/;0444 580194;carrettaprofili@libero.it;VI
Alimentari Danese (S.N.C.);Viale Stazione, 55, 36075 Montecchio Maggiore-Alte Ceccato VI;;0444 696571;;VI
Al Volto;Via Volto, 39, 36023 Longare VI;http://www.trattoriaalvolto.it/;0444 555663;;VI
MAGNIFICA CONFRATERNITA DEI RISTORATORI DE.CO;Via Eugenio Montale, 25, 36100 Vicenza VI;http://confraternitadeco.com/;;;VI
Latteria Sociale;Via S. Antonio, 1, 36033 Castelnovo VI;https://www.latteriasocialecastelnovo.it/;0444 975128;latteriacastelnovo@libero.it;VI
Alimentari Toniolo;Contrà XX Settembre, 15, 36100 Vicenza VI;;371 395 9139;;VI
D'Alessio Food - Concessioni Venezia, Vicenza, Padova Tre Marie, Bindi, Greci;Via Alessandro Volta, 25, 35030 Veggiano PD;https://dalessiofood.com/;049 843 0070;;PD
Prix Quality Discount Italiano;Via Monte Asolone, 13, 36100 Vicenza VI;;;;VI
Comune di Castegnero;Via Ponte, 34, 36020 Ponte di Castegnero VI;https://www.comune.castegnero.vi.it/;0444 639013;castegnero.vi@cert.ip-veneto.net segreteria@comune.castegnero.vi.it;VI
Metà supermercati;Contra' Do Rode, 10, 36100 Vicenza VI;;0444 323763;;VI
Esselunga di Ponte Alto;Str. Padana Verso Verona, 36100 Vicenza VI;https://www.esselunga.it/cms/homepage.html;0444 965876;;VI
Kang Indian Alimentari Sas;Via Q. Rossi, 22, 36045 Lonigo VI;;327 198 3800;;VI
Panificio Righetto;Via Roma, 55, 36050 Sovizzo VI;https://www.panificiorighetto.it/;0444 551167;;VI
La Rua;Corso Padova, 181, 36100 Vicenza VI;https://www.facebook.com/LaRuacibovinoarte/?eid=ARCII1j4p2rC4vB4XhgSXto0Cb6wbawJtm6DNI8jZM7m_C2BHvg2wagka0s-2UE0UNTZtXymtFkhy7w1;349 801 7769;;VI
Macelleria Cabianca Aquilino;Via Scuderlando, 185, 37060 Castel D'Azzano VR;;045 518078;;VR
Vantini Alberto;Via Piave, 59, 37060 Castel D'Azzano VR;;045 512322;;VR
Eliomarket Castel D'Azzano Gastronomia;Piazza Violini Nogarola, 20, 37060 Castel D'Azzano VR;https://www.comune.castel-d-azzano.vr.it/zf/index.php/esercizi-commerciali/index/dettaglio/esercizio/6;045 512075;casteldazzano@legalmail.it;VR
L' Angolo Dei Sapori - Gastronomia & Rosticceria;Via Piave, 40, 37060 Castel D'Azzano VR;http://www.angolodeisapori-rizza.it/tag/menu/;045 852 1286;;VR
Eliomarket La Rizza Gastronomia;Via Piave, Str. La Rizza, 55, 37060 Castel D'azzano VR;;045 852 0876;;VR
Migross superstore;Viale della Repubblica, 37060 Castel D'azzano VR;https://www.migross.it//puntivendita/VERONA/CASTEL-D-AZZANO-VIALE-DELLA-REPUBBLICA-5?utm_source=gmb&utm_medium=gmb&utm_campaign=casteldazzano;045 852 1208;;VR
Discount Dpiù;Via Marconi, 37060 Castel D'Azzano VR;https://www.d-piu.com/;045 518530;;VR
Mille Voglie;Via Cavour, 14/b, 37060 Castel D'Azzano VR;;340 796 4324;;VR
Kuker Di F.Lli Fazzini Snc;Via G. Verdi, 21, 37060 Castel D'Azzano VR;http://www.kuker.it/;045 512586;info@kuker.it;VR
Trattoria dal Ragionier;Via Guglielmo, Via Bortolazzi, 25, 37060 Castel D'Azzano VR;;045 852 1195;;VR
Salumi Lorenzi;Via Papa Giovanni XXIII, 11, 24040 Comun Nuovo BG;https://www.salumilorenzi.it/;035 595004;;BG
Dalfini F.lli Srl;Via Nino Bixio, 24, 37069 Villafranca di Verona VR;http://www.fratellidalfini.com/;347 875 5885;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com 8c4075d5481d476e945486754f783364@sentry.io react-dom@16.14.0 focus-within-polyfill@5.0.9 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com react@16.14.0 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com lodash@4.17.21 core-js-bundle@3.2.1;VR
Ibs Spa;Via Emilia, 33, 24052 Località del Cucco BG;https://www.ibsspa.it/;035 330014;;BG
Circolo Castel d’Azzano;Via P. Mascagni, 21, 37060 Castel D'Azzano VR;http://circolocasteldazzano.it/;045 512467;;VR
Pizzeria Trattoria La Ghiaia;Via P. Mascagni, 83, 37060 Castel D'Azzano VR;;045 518402;;VR
Ca' Del Botto Srl;10, Via Cunella, Ardesio, BG 24020;http://www.cadelbotto.it/;0346 33733;info@ibsspa.it;24020
Salumificio Capelli;Via Stradone, 13/A, 40023 Castel Guelfo di Bologna BO;http://www.salumificiocapelli.it/;0542 53218;;BO
Il posto;37060 Castel D'azzano VR;;;;VR
Capitelli F.lli Srl;Via Borgonovo, 1, 29011 Borgonovo Val Tidone PC;https://cottocapitelli.com/;0523 862845;info@cottocapitelli.com;PC
AIA - Agricola Italiana Alimentare S.p.A.;Piazzale Apollinare Veronesi, 1, 37036 San Martino Buon Albergo VR;http://www.aiafood.com/it;045 879 4111;dpo@veronesi.it privacy@gruppoveronesi.com;VR
Pane-Salumi Gastronomia;Via Luigi Bassani, 11, 37069 Alpo VR;;;;VR
Cose Buone Bistró;Via Piave, 50, 37060 Castel D'azzano VR;http://pasticceriacosebuone.it/;045 519289;;VR
Pasticceria Cose Buone pane e dolci;Via Scuderlando, 42, 37060 Castel D'azzano VR;http://pasticceriacosebuone.it/;045 832 1761;;VR
Azienda Agricola Manzati;Via Barbarago, 9, 37010 Palazzolo Di Sona VR;http://www.agrigelateriamanzati.it/;329 476 4333;infoagrigelateriamanzati@gmail.com;VR
Macelleria Equina Giorgio e Lorenzo Avesani;Piazzetta Monte, 4, 37121 Verona VR;https://www.facebook.com/people/Macelleria-Equina-Avesani-Giorgio-e-Lorenzo/100057195560279/;045 803 3693;;VR
Ristorante Vignal;Via Camillo Benso Conte di Cavour, 6, 37060 Castel D'Azzano VR;http://www.ristorantevignal.com/;045 852 9120;;VR
F.lli Veroni fu Angelo SpA;Viale Vittorio Saltini, 15/17, 42015 Correggio RE;http://www.veroni.it/;0522 635311;veroni@dagcom.com info@veroni.it;RE
Salumificio La Torre SpA;Str. della Torre, 11, 43013 Langhirano PR;http://www.salumificiolatorre.it/;0521 852341;info@salumificiolatorre.it;PR
Salumificio Benassi (La Bastia srl);Via Nazionale Emilia, 41 43010, Fontevivo PR;;0521 619106;;PR
Carni Gest;40023, Via Poggio, 17, 40023 Poggio Piccolo BO;http://www.carnigest.it/;0542 676711;info@carnigest.it;BO
Spapig Di Pigozzo Marzia & C. Sas;Via Granze, 43, 35040 Castelbaldo PD;;0425 546455;;PD
Cooperativa Frutta Castelbaldo;Via Palette, 7\d, 35040 Castelbaldo PD;http://www.cofruca.it/;0425 546028;Immagine-2@2x.png amministrazione@cofruca.it image-Slider@2x-300x197.png Immagine-2@2x-150x150.png image-Slider-5@2x-300x197.png image-Slider-1@2x-1-1024x530.jpg image-Slider-5@2x.png Immagine-2@2x-300x300.png image-Slider-1@2x-1-768x397.jpg image-Slider-1@2x-1-300x155.jpg Immagine-1@2x.png image-Slider-1@2x-1.jpg image-Slider@2x.png;PD
Azienda Agricola Salvarani;Via G. Verdi, 19, 46037 Roncoferraro MN;http://www.agricolasalvarani.it/;0376 663278;aposal@confagricolturapec.telecompost.it info@agricolasalvarani.it;MN
Dacome Walter;Via Paiette, 4, 35040 Castelbaldo PD;;0425 57303;;PD
Salumi Soldati;Via Garcia Lorca, 48, 46043 Castiglione delle Stiviere MN;http://www.salumisoldati.com/;0376 636102;info@salumisoldati.com;MN
Macelleria Da Primo Di Lionello Davide;Via Papa Giovanni XXIII, 24, 31030 Castelcucco TV;;0423 563418;;TV
Macelleria Pellizzari Andrea;Viale Trento E Trieste, 17, 31030 Castelcucco TV;;0423 563358;;TV
Furlanetto Ortofrutta;Via S. Gaetano, 8, 31030 Castelcucco TV;;0423 563396;;TV
Supermercato DESPAR Castelcucco;Viale Trento E Trieste, 55, 31030 Castelcucco TV;https://www.despar.it/it/?&utm_source=google&utm_medium=organic&utm_campaign=local-sitoweb-despar-castelcucco;0423 962185;diego.novo@studiovatore.com;TV
Azienda Agrituristica Colmello Pat del Colmel;Via Costeselle, 5, 31030 Castelcucco TV;http://www.patdelcolmel.it/azienda/agriturismo/;0423 545292;colmello_ss@libero.it;TV
Orti E Frutteti Di De Vido Anna & C. S.N.C.;Via Borgo Nuovo, 1, 31030 Castelcucco TV;;0423 962129;;TV
Zarpellon (S.P.A.);Via Latteria, 21, 31030 Castelcucco TV;;0423 563342;;TV
Michelet Fabio & csnc;P.za S. Marco, 32, 31017 Crespano del Grappa TV;https://www.facebook.com/macelleriamicheletfabio/;0423 53040;;TV
Agriturismo Da Memi e Maria;Via Poggio, 13, 31030 Castelcucco TV;;0423 962109;;TV
Ittica Signor Antonio & C. Snc;2 Via Gaetano Filippin, Castelcucco, TV 31030;;0423 563154;;31030
Agriturismo Cornolere;Via Collalto, 42, 31030 Castelcucco TV;https://www.agriturismo-cornolere.it/;0423 563133;info@agriturismo-cornolere.it;TV
Jungle Store;Piazzetta Elio Boito, 1, 31030 Castelcucco TV;https://jungle-store.business.site/;320 975 1923;;TV
Grisport (outlet);INGRESSO DA, Via Guglielmo Marconi, 28, 31030 Castelcucco TV;http://www.grisport.it/;0423 962063;;TV
Unieuro;Via Guglielmo Marconi, 52, 31030 Castelcucco TV;https://www.unieuro.it/online/negozi/Unieuro-Castelcucco;0423 563300;;TV
Fioreria Arianna Di Salvestro Arianna;Via Borgo Nuovo, 1, 31030 Castelcucco TV;;0423 563185;;TV
Azienda Agricola Monteverde Di Colasurdo Antonio & C. (S.A.S.);Via Mezzo Ciel, 7, 31020 San Zenone degli Ezzelini TV;https://societaagricolamonteverde.it/;0423 567959;;TV
Trattoria Pizzeria Collalto;Via Collalto, 28, 31030 Castelcucco TV;https://www.agriturismo-cornolere.it/la-trattoria/;0423 563139;email@example.com;TV
Malga Paradiso;Boca dea Forca, Località, Possagno TV;http://malgaparadisodelgrappa.it/;340 857 9492;info@malgaparadisodelgrappa.it;TV
Macelleria Amica di Barattin Daniele;Via dei Colli 46 Frazione Soligo, 31010 Farra TV;;0438 981142;;TV
Foscarini Leandro;Via della Chiesa, 17, 31030 Castelcucco TV;;0423 563150;;TV
Centro Veneto Formaggi;Via Valcavasia, 40, 31034 Caniezza TV;;0423 543198;;TV
Casa della pizza pizzeria d'asporto;Via Ghedina, 9, 31030 Castelcucco TV;;366 436 7824;;TV
Studio Berti Igino;Piazzetta Elio Boito, 8/2, 31030 Castelcucco TV;;0423 962175;;TV
Mazzarolo Giampietro;Via Lungo Muson, 10, 31030 Castelcucco TV;;0423 563164;;TV
Salone Gio' Unisex Di Dal Santo Giovanna;Via S. Gaetano, 2, 31030 Castelcucco TV;;339 894 0298;;TV
Prosciuttificio F.Lli Molinaro S.R.L.;Via Prevalin, 11, 33030 San Giacomo UD;http://www.fllimolinaro.com/;0432 957737;info@fllimolinaro.com;UD
Marini Salumi;Via delle Fontane, 39, 33030 Majano UD;http://www.marinisalumi.it/;0432 941666;;UD
Centro Acquisti Moro;Via Guglielmo Marconi, 52, 31030 Castelcucco TV;http://www.centroacquistimoro.com/;0423 563300;;TV
Malga Pertica;malga pertica, 36020 Cismon del Grappa VI;;349 167 1267;;VI
Testa & Molinaro Spa;Via Tagliamento, 41, 33038 San Daniele del Friuli UD;http://www.testaemolinaro.it/;0432 957353;;UD
Hotel Montegrappa;Viale Monte Grappa, 8, 31030 Castelcucco TV;http://www.hotelmontegrappa.it/;0423 563123;info@hotelmontegrappa.it hotelmontegrappa@legalmail.it info@hotelmontegrappa.itpec hotelmontegrappa@legalmail.itsdi;TV
Azienda Agricola Stramare Dario e Saverio CASEIFICIO AZIENDALE;Via S. Rocco, 51, 31040 Segusino TV;;340 635 2987;;TV
Leoncini Prosciutti;Via Venezia, 204, 33038 San Daniele del Friuli UD;;0432 942023;;UD
Il Piacere Della Carne Nostrana Di Mero Franco;Borgo Treviso, 87, 31033 Castelfranco Veneto TV;;0423 420555;;TV
Stragliotto Carni;Via Francesco Maria Preti, 45, 31033 Castelfranco Veneto TV;;0423 494467;;TV
Targhetta Umberto;Via Francesco Maria Preti, 33, 31033 Castelfranco Veneto TV;;0423 495368;;TV
Macelleria Giorgione;Borgo Monte Grappa, 35, 31033 Castelfranco Veneto TV;;0423 495757;;TV
Macelleria Targhetta Di Targhetta Pietro & C. (S.N.C.);Piazza Giorgione, 17, 31033 Castelfranco Veneto TV;;0423 493480;;TV
Gatto Renato;Borgata Padova, 82, 31033 Castelfranco Veneto TV;;0423 493101;;TV
Zuccolotto Maurizio;Via Castellana, 40, 31033 Castelfranco Veneto TV;;0423 482627;;TV
La Bottega Borgo Pieve;Borgo Pieve, 55, 31033 Castelfranco Veneto TV;https://la-bottega-borgo-pieve.vidra.shop/it;0423 492836;bottegaborgopieve@libero.it;TV
Alimentari da Walter;Borgo Pieve, 7, 31033 Castelfranco Veneto TV;;0423 374717;;TV
Gastronomia Giuliana Di Girotto Marco;Via dei Carpani, 2, 31033 Castelfranco Veneto TV;https://bnow.click/esercizi/gastronomia-giuliana-di-girotto-marco/;0423 491934;;TV
Gastronomia M.G. S.R.L.;Via S. Giorgio, 11, 31033 Castelfranco Veneto TV;https://gastronomiamg.com/;0423 491878;;TV
Caseificio Marion Srl;Via Circonvallazione Est, 80, 31033 Castelfranco Veneto TV;https://www.caseificiomarion.it/;0423 401361;;TV
Osté;Via Giuseppe Garibaldi, 17, 31033 Castelfranco Veneto TV;;0423 826690;;TV
Cooperativa Agricola Produttori Castellana - Societa' Cooperativa Agri;Via Don Ernesto Bordignon, 3, 31033 Castelfranco Veneto TV;http://www.coopcastellana.it/;0423 496901;purecss@1.0.0;TV
PuffStore Castelfranco Veneto;Via Riccati, 12, 31033 Castelfranco Veneto TV;http://www.puffcigarette.com/it/store/puff-store-castelfranco-veneto;0423 497381;info@puffcigarette.com castelfranco@puffcigarette.com eurovape@legalmail.it;TV
Distributore h24 "I sapori del latte";di Castelfranco V.to, Via Montebelluna di Salvarosa, 61, 31033 Salvarosa TV;http://www.isaporidellatte.it/;346 521 4895;info@saporidellatte.it info@isaporidellatte.it info@agriperla.it ilcampo.castellana@gmail.com;TV
Cadoro Supermercati - Castelfranco;Via Circonvallazione Est, 30C, 31033 Castelfranco Veneto TV;https://www.cadoro.it/punti-vendita/castelfranco;0423 491160;;TV
Spaccio Uomo SV Castelfranco V.to;Via della Cooperazione, 8, 31033 Castelfranco Veneto TV;http://www.spacciouomosv.it/;0423 724919;info@spacciouomosv.it;TV
Pivato Antonio;Via Castellana, 48, 31033 Treville TV;https://m.facebook.com/Alimentari-Antonio-Pivato-1876502672585098/;0423 482130;;TV
Campoverde;Via Loreggia di Salvarosa, 36, 31033 Castelfranco Veneto TV;http://www.coopcampoverde.it/;0423 748258;vendite@coopcampoverde.it;TV
Panificio Boccanegra;Via S. Pio X, 2, 31033 Castelfranco Veneto TV;;0423 493620;;TV
Bottega della birra;Borgo Treviso, 117, 31033 Castelfranco Veneto TV;http://www.bottegadellabirra.biz/;366 142 8793;bdellabirra@gmail.com baraz@hotmail.com;TV
Macelleria Bernardi Carni Venete;Via della Croce, 34, 31023 Castelminio TV;;0423 484493;;TV
IperDrive - Castelfranco Veneto;Via dei Carpani, 21 A, 31033 Castelfranco Veneto TV;https://www.iper.it/landing-iperdrive.php;0423 7371;;TV
Hospiteria Al Combattente;Via S. Pio X, 71, 31033 Castelfranco Veneto TV;;338 168 4521;;TV
Frutta e verdura da Ricky;Via della Cooperazione, 8, 31033 Castelfranco Veneto TV;;375 508 6655;;TV
Agriturismo Dal Moro;Via Favaretti, 2, 31033 Castelfranco Veneto TV;http://www.agriturismodalmoro.it/;0423 482317;info@agriturismodalmoro.it;TV
DAI MOTI agribottega;Via Casoni, 6/a, 31033 Castelfranco Veneto TV;;348 439 8202;;TV
Candiotto Sergio E C S.N.C.;Via Vittorio Veneto, 45, 31023 Resana TV;;0423 480271;;TV
NaturHouse;Borgo Treviso, 34, 31033 Castelfranco Veneto TV;http://www.naturhouse.it/;0423 737502;;TV
Flame'n Co. Castelfranco;Via Spagna, 14, 31033 Castelfranco Veneto TV;http://www.flameandco.it/;0423 180 2473;;TV
Agriturismo Ferraro;Via Larghe, 6, 31033 Castelfranco Veneto TV;https://it-it.facebook.com/agriturismoferraro.it/;0423 487099;;TV
Panificio Zuanon;Via Monte Pelmo, 1, 31033 Castelfranco Veneto TV;https://bnow.click/esercizi/panificio-zuanon-sas-di-silvestri-michelle/;347 852 1019;;TV
ArredissimA Treviso;Via per San Floriano, 62, 31033 Castelfranco Veneto TV;http://www.arredissima.com/;0423 488000;;TV
Iper La grande i - Castelfranco Veneto;Via dei Carpani, 21 A, 31033 Castelfranco Veneto TV;http://www.iper.it/castelfranco-veneto;0423 7371;8013355998832@1.jpg 5000112566093@1.jpg Sole@45.681626;TV
Cooperativa San Gottardo;Via Montebelluna di Salvarosa, 61 31033 Salvarosa, Castelfranco Veneto TV;https://cooperativasangottardo.it/;0423 490461;info@cooperativasangottardo.com;TV
Pilotto Macelleria E Rosticceria Di Pilotto Alessandro & C. (S.N.C.);Via Roma, 6, 36070 Castelgomberto VI;;0445 940284;;VI
Latteria Sociale Villa;Via Villa, 43, 36070 Castelgomberto VI;http://www.latteriavilla.it/;0445 940380;info@latteriavilla.it;VI
Supermercati Stella (S.R.L.);Viale Chiuse, 16, 36070 Castelgomberto VI;http://www.supermercatistella.it/;0445 940836;info@supermercatistella.it;VI
Affinity Castelgomberto S.r.l.;Via G. Pecori Giraldi, 59, 36070 Castelgomberto VI;;;;VI
L'Erboristeria Dr.Ssa Monica Diquigiovanni & C. Snc;Piazza Marconi, 4, 36070 Castelgomberto VI;;0445 440644;;VI
Agriturismo El Magasin;Via Sasso Stefani, 2, 36070 Castelgomberto VI;http://www.elmagasin.it/;0445 941621;info@elmagasin.it;VI
Ristorante Al Cacciatore Di Bortoli Paolo Antonio;Via Foscola, 7, 36070 Castelgomberto VI;;0445 940006;;VI
La Peschiera;Via Peschiera dei Muzzi, 1, 36070 Castelgomberto VI;https://www.lapeschiera.space/;348 645 6450;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com react-dom@16.14.0 focus-within-polyfill@5.0.9 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com react@16.14.0 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com lodash@4.17.21 core-js-bundle@3.2.1 info@lapeschiera.space;VI
Agriturismo Valdibarco;Via Val di Barco, 9, 36100 Località Valle, Castelgomberto VI;http://www.agriturismovaldibarco.it/;0445 440299;;VI
Azienda Agricola Le Poscole;Via della Tecnica, 15, 36070 Canton VI;https://www.agriturismoleposcole.it/chi-siamo/;0445 940695;;VI
Agriturismo Le Poscole Al Canton;Strada Comunale Canton, 17, 36070 Castelgomberto VI;http://www.agriturismoleposcole.it/;0445 940695;;VI
ZINI E BRESSAN S.N.C. DI ZINI GIAMPAOLO E BRESSAN ANGELO;Via del Progresso, 48/E, 36070 Trissino VI;;0445 490362;;VI
Trattoria Leon D'Oro;Via Villa, 25, 36070 Castelgomberto VI;;0445 940900;;VI
Trattoria antica Belvedere;Via Capitello Cocca, 10, 36070 Castelgomberto VI;http://www.anticabelvedere.com/;0445 940014;info@anticabelvedere.com;VI
Cascina Salgaroli;Località Salgaroli, 1, 36070 Castelgomberto VI;;;;VI
Villa da Schio;Via Villa, 117, 36070 Castelgomberto VI;http://matrimonioinvillavicenza.it/;;info@5265.it;VI
Giuriato Cecilia;22 Via Romeo Cortiana, Castelgomberto, Vi 36070;;0445 941265;;36070
Spaccio Sandonà;Via dei Castellani, 1, 36015 Schio VI;;;;VI
Studio Gasparella;Via Vicenza, 9/4, 36070 Castelgomberto VI;http://studiogasparella.it/;0445 941241;info@studiogasparella.it;VI
El Punaro;Via Santa Cecilia, 55, 36070 Castelgomberto VI;https://www.facebook.com/elpunaro/;0445 941324;;VI
Panificio Salumeria Pianegonda;Via Piazza Alta, 20, 36030 Valli del Pasubio VI;http://www.fratellipianegonda.it/;0445 590258;info@mediatrend.it info@fratellipianegonda.it;VI
CRACCO S.R.L.;Via 1º Maggio, 10, 36070 Castelgomberto VI;http://www.craccoserramenti.it/;0445 947519;info@craccoserramenti.it;VI
Agriturismo Riva Ratta;Via Campestrini, 52, 36075 Montecchio Maggiore-Alte Ceccato VI;http://www.rivaratta.it/;0444 493694;ie11CustomProperties@4.0.1 agriturismo@rivaratta.it;VI
Italgrafica Sistemi Srl;Via del Progresso, 28/30, 36070 Castelgomberto VI;http://www.italgrafica.com/;0445 491699;info@konigprint.com;VI
Market 2000;Piazza Vittorio Veneto, 219, 45020 Castelguglielmo RO;;0425 707097;;RO
Osteria La Vacca;Via Presciane, 2, 45020 Presciane, Castelguglielmo RO;https://www.facebook.com/lavaccafede/;345 116 2764;;RO
“La mia cucina” di Matteo Corredato;Via Grande, 8, 31030 Castello di Godego TV;;0423 190 4969;;TV
Macelleria Stangherlin Di Stangherlin Damiano;Via Vegre, 29, 31030 Castello di Godego TV;;0423 760160;;TV
Alimentari Sbrissa - S.A.S. Di Sbrissa Giovanni & Sas;Via Verdi, 1, 31030 Castello di Godego TV;;0423 469700;;TV
Sgambaro S.p.A.;Via Chioggia, 11/A, 31030 Castello di Godego TV;http://www.sgambaro.it/;0423 760007;info@sgambaro.it;TV
Vigliotti Group Padova Srl;Via Caprera, 52/D, 31030 Castello di Godego TV;;0423 760410;;TV
Supermercato Via Trento;S.r. 245 Castellana, Via Trento, 14, 31030 Castello di Godego TV;;0423 468775;;TV
Crai - Da Paolo e Grazia;Via Piave, 11, 31030 Castello di Godego TV;https://www.crai-supermercati.it/punti-vendita/pdv.php?id=250;0423 469829;;TV
Baghi's;Via dell'Artigianato, 34, 31030 Castello di Godego TV;http://www.baghis.com/;0423 750304;info@baghis.com;TV
Supermercato Crai - Bonito Srl;Via Piave, 11, 31030 Castello di Godego TV;https://www.crai-supermercati.it/punti-vendita/pdv.php?id=250;0423 469829;;TV
Bassani Alberto;Via Trento, 3, 31030 Castello di Godego TV;;0423 468962;;TV
